CAS Number,Chemical Name,Chemical Analysis,Test Method,Exposure Type,Media Type,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc Min 1 (Standardized),Conc 1 Max (Standardized),Effect,Effect Measurement,Chemical DTXSID,log_LC50
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00539,0.00492,0.00585,Mortality,Mortality,DTXSID3032042,-2.268411234813261
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.01019,0.00911,0.01141,Mortality,Mortality,DTXSID3032042,-1.9918258159935736
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0087,0.0079,0.0095,Mortality,Mortality,DTXSID3032042,-2.0604807473813813
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0023,,,Mortality,Mortality,DTXSID3032042,-2.638272163982407
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0067,0.0052,0.00862,Mortality,Mortality,DTXSID3032042,-2.1739251972991736
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0039,0.00352,0.00422,Mortality,Mortality,DTXSID3032042,-2.408935392973501
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00683,0.00636,0.00729,Mortality,Mortality,DTXSID3032042,-2.1655792963184672
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0291,0.0095,0.0306,Mortality,Mortality,DTXSID3032042,-1.5361070110140926
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00605,0.00555,0.0066,Mortality,Mortality,DTXSID3032042,-2.218244625347531
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.27,0.22,0.32,Mortality,Mortality,DTXSID3032042,-0.5686362358410126
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0245,0.0228,0.0371,Mortality,Mortality,DTXSID3032042,-1.6108339156354676
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00319,0.00291,0.00347,Mortality,Mortality,DTXSID3032042,-2.496209316942819
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0021,0.0019,0.0022,Mortality,Mortality,DTXSID3032042,-2.677780705266081
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.23,0.18,0.29,Mortality,Mortality,DTXSID3032042,-0.638272163982407
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0038,0.0027,0.0053,Mortality,Mortality,DTXSID3032042,-2.42021640338319
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00889,0.00808,0.00969,Mortality,Mortality,DTXSID3032042,-2.0510982390297863
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00982,0.00817,0.01094,Mortality,Mortality,DTXSID3032042,-2.00788851221305
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0196,0.0192,0.02,Mortality,Mortality,DTXSID3032042,-1.707743928643524
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0107,0.0106,0.0108,Mortality,Mortality,DTXSID3032042,-1.9706162223147905
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0265,0.0244,0.0287,Mortality,Mortality,DTXSID3032042,-1.576754126063192
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0094,0.0084,0.0104,Mortality,Mortality,DTXSID3032042,-2.026872146400301
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0137,,,Mortality,Mortality,DTXSID3032042,-1.863279432843593
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0366,0.0313,0.0443,Mortality,Mortality,DTXSID3032042,-1.4365189146055892
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0211,0.0199,0.0223,Mortality,Mortality,DTXSID3032042,-1.6757175447023074
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.01,,,Mortality,Mortality,DTXSID3032042,-2.0
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0056,0.005,0.0063,Mortality,Mortality,DTXSID3032042,-2.2518119729938
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0099,0.0082,0.012,Mortality,Mortality,DTXSID3032042,-2.00436480540245
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.016,0.012,0.02,Mortality,Mortality,DTXSID3032042,-1.7958800173440752
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0097,0.0089,0.0105,Mortality,Mortality,DTXSID3032042,-2.0132282657337552
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,12.0,,,Mortality,Mortality,DTXSID3032042,1.0791812460476249
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0085,0.0077,0.0093,Mortality,Mortality,DTXSID3032042,-2.070581074285707
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0067,0.0064,0.007,Mortality,Mortality,DTXSID3032042,-2.1739251972991736
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00846,0.00752,0.00939,Mortality,Mortality,DTXSID3032042,-2.0726296369609765
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.026,0.0239,0.0282,Mortality,Mortality,DTXSID3032042,-1.585026652029182
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0084,,,Mortality,Mortality,DTXSID3032042,-2.0757207139381184
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.00974,0.00849,0.01119,Mortality,Mortality,DTXSID3032042,-2.0114410431213843
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,5.0,,,Mortality,Mortality,DTXSID3032042,0.6989700043360189
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.024,0.0222,0.0258,Mortality,Mortality,DTXSID3032042,-1.619788758288394
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0103,0.0096,0.0111,Mortality,Mortality,DTXSID3032042,-1.987162775294828
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0061,,,Mortality,Mortality,DTXSID3032042,-2.214670164989233
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,9.0,,,Mortality,Mortality,DTXSID3032042,0.9542425094393248
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Flow-through,Fresh water,Total,0.0048,,,Mortality,Mortality,DTXSID3032042,-2.318758762624413
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0017,,,Mortality,Mortality,DTXSID3032042,-2.769551078621726
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00906,0.00836,0.00976,Mortality,Mortality,DTXSID3032042,-2.042871802323187
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.024,0.022,0.026,Mortality,Mortality,DTXSID3032042,-1.619788758288394
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0041,,,Mortality,Mortality,DTXSID3032042,-2.3872161432802645
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0099,,,Mortality,Mortality,DTXSID3032042,-2.00436480540245
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0111,0.0086,0.0143,Mortality,Mortality,DTXSID3032042,-1.9546770212133424
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.01228,0.01145,0.01312,Mortality,Mortality,DTXSID3032042,-1.9108016331948512
7761888,Nitric acid silver (1+) salt (1:1),Chemical analysis reported,Not reported,Renewal,Fresh water,Total,0.0082,0.0064,0.0106,Mortality,Mortality,DTXSID3032042,-2.0861861476162837
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0043,0.0039,0.0048,Mortality,Mortality,DTXSID3032042,-2.3665315444204134
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0038,,,Mortality,Mortality,DTXSID3032042,-2.42021640338319
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0138,0.0114,0.0167,Mortality,Mortality,DTXSID3032042,-1.8601209135987635
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0112,0.0103,0.0121,Mortality,Mortality,DTXSID3032042,-1.9507819773298185
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.009,0.008,0.01,Mortality,Mortality,DTXSID3032042,-2.0457574905606752
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.014,0.012,0.017,Mortality,Mortality,DTXSID3032042,-1.853871964321762
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00547,0.00508,0.00587,Mortality,Mortality,DTXSID3032042,-2.262012673666569
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0143,,,Mortality,Mortality,DTXSID3032042,-1.844663962534938
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.005,,,Mortality,Mortality,DTXSID3032042,-2.3010299956639813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0123,0.0115,0.0131,Mortality,Mortality,DTXSID3032042,-1.9100948885606024
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00423,0.00379,0.00467,Mortality,Mortality,DTXSID3032042,-2.3736596326249577
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0116,0.0081,0.0308,Mortality,Mortality,DTXSID3032042,-1.9355420107730816
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.01335,0.01196,0.01489,Mortality,Mortality,DTXSID3032042,-1.8745187342994056
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00279,0.00251,0.00308,Mortality,Mortality,DTXSID3032042,-2.5543957967264026
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0053,0.00492,0.00573,Mortality,Mortality,DTXSID3032042,-2.275724130399211
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0464,0.0125,0.0536,Mortality,Mortality,DTXSID3032042,-1.3334820194451191
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Flow-through,Fresh water,Total,0.016,0.012,0.02,Mortality,Mortality,DTXSID3032042,-1.7958800173440752
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.014,0.0128,0.0153,Mortality,Mortality,DTXSID3032042,-1.853871964321762
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,15.0,,,Mortality,Mortality,DTXSID3032042,1.1760912590556811
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00243,0.00222,0.00264,Mortality,Mortality,DTXSID3032042,-2.614393726401688
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0078,0.0068,0.0089,Mortality,Mortality,DTXSID3032042,-2.10790539730952
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0238,0.022,0.0255,Mortality,Mortality,DTXSID3032042,-1.623423042943488
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0098,0.0082,0.0109,Mortality,Mortality,DTXSID3032042,-2.0087739243075053
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.03,0.0284,0.0324,Mortality,Mortality,DTXSID3032042,-1.5228787452803376
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0023,,,Mortality,Mortality,DTXSID3032042,-2.638272163982407
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00608,0.0056,0.0066,Mortality,Mortality,DTXSID3032042,-2.216096420727265
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0048,0.0034,0.0061,Mortality,Mortality,DTXSID3032042,-2.318758762624413
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0214,,,Mortality,Mortality,DTXSID3032042,-1.6695862266508092
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0014,0.001,0.002,Mortality,Mortality,DTXSID3032042,-2.853871964321762
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0056,0.0051,0.0062,Mortality,Mortality,DTXSID3032042,-2.2518119729938
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0092,,,Mortality,Mortality,DTXSID3032042,-2.036212172654445
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0329,,,Mortality,Mortality,DTXSID3032042,-1.4828041020500258
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0338,0.0314,0.0363,Mortality,Mortality,DTXSID3032042,-1.4710832997223453
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0036,,,Mortality,Mortality,DTXSID3032042,-2.4436974992327127
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0198,0.0194,0.0201,Mortality,Mortality,DTXSID3032042,-1.7033348097384688
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0085,0.00772,0.00929,Mortality,Mortality,DTXSID3032042,-2.070581074285707
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0124,0.00745,0.0124,Mortality,Mortality,DTXSID3032042,-1.9065783148377649
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0372,0.0233,0.0434,Mortality,Mortality,DTXSID3032042,-1.4294570601181025
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.02266,0.01881,0.02709,Mortality,Mortality,DTXSID3032042,-1.6447400944726216
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0051,0.0042,0.0062,Mortality,Mortality,DTXSID3032042,-2.292429823902064
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0413,0.0258,0.0501,Mortality,Mortality,DTXSID3032042,-1.3840499483435988
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00197,0.00181,0.00214,Mortality,Mortality,DTXSID3032042,-2.705533773838407
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not reported,Flow-through,Fresh water,Total,0.0107,0.0106,0.0108,Mortality,Mortality,DTXSID3032042,-1.9706162223147905
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.106,0.097,0.114,Mortality,Mortality,DTXSID3032042,-0.9746941347352298
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.01098,0.00931,0.01277,Mortality,Mortality,DTXSID3032042,-1.9593976598859268
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00979,0.00897,0.01061,Mortality,Mortality,DTXSID3032042,-2.0092173081968623
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0023,0.0021,0.0035,Mortality,Mortality,DTXSID3032042,-2.638272163982407
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0055,0.00517,0.00584,Mortality,Mortality,DTXSID3032042,-2.2596373105057563
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0134,0.012,0.0149,Mortality,Mortality,DTXSID3032042,-1.8728952016351923
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0456,0.0348,0.0598,Mortality,Mortality,DTXSID3032042,-1.341035157335565
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0089,0.0081,0.0097,Mortality,Mortality,DTXSID3032042,-2.050609993355087
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0104,0.0086,0.0125,Mortality,Mortality,DTXSID3032042,-1.98296666070122
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0004,,,Mortality,Mortality,DTXSID3032042,-3.397940008672037
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00432,0.00386,0.00478,Mortality,Mortality,DTXSID3032042,-2.364516253185088
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.031,,,Mortality,Mortality,DTXSID3032042,-1.5086383061657274
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00267,0.00248,0.00286,Mortality,Mortality,DTXSID3032042,-2.5734887386354246
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00224,0.0021,0.0024,Mortality,Mortality,DTXSID3032042,-2.6497519816658373
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0225,,,Mortality,Mortality,DTXSID3032042,-1.6478174818886375
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00979,0.009,0.0106,Mortality,Mortality,DTXSID3032042,-2.0092173081968623
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Organization for Economic Cooperation and Development,Renewal,Fresh water,Total,0.048,,,Mortality,Mortality,DTXSID3032042,-1.3187587626244128
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00275,0.00255,0.00295,Mortality,Mortality,DTXSID3032042,-2.5606673061697376
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.002,0.0018,0.0021,Mortality,Mortality,DTXSID3032042,-2.6989700043360187
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0042,0.0038,0.0047,Mortality,Mortality,DTXSID3032042,-2.3767507096021
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0426,0.0354,0.0638,Mortality,Mortality,DTXSID3032042,-1.3705904008972811
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0087,0.0078,0.0096,Mortality,Mortality,DTXSID3032042,-2.0604807473813813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00972,0.0089,0.01054,Mortality,Mortality,DTXSID3032042,-2.0123337350737254
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00279,0.0025,0.0031,Mortality,Mortality,DTXSID3032042,-2.5543957967264026
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.0183,0.0112,0.0229,Mortality,Mortality,DTXSID3032042,-1.7375489102695705
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0049,,,Mortality,Mortality,DTXSID3032042,-2.309803919971486
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00563,0.00509,0.00618,Mortality,Mortality,DTXSID3032042,-2.2494916051486538
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0243,0.0223,0.0262,Mortality,Mortality,DTXSID3032042,-1.614393726401688
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00243,0.0022,0.0026,Mortality,Mortality,DTXSID3032042,-2.614393726401688
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00844,0.00774,0.00915,Mortality,Mortality,DTXSID3032042,-2.073657553374345
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Renewal,Fresh water,Dissolved,0.0062,,,Mortality,Mortality,DTXSID3032042,-2.207608310501746
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0087,0.00785,0.00954,Mortality,Mortality,DTXSID3032042,-2.0604807473813813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0044,0.00407,0.0048,Mortality,Mortality,DTXSID3032042,-2.356547323513813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.022,0.02,0.025,Mortality,Mortality,DTXSID3032042,-1.6575773191777938
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,3.0,,,Mortality,Mortality,DTXSID3032042,0.4771212547196624
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0292,0.0267,0.0317,Mortality,Mortality,DTXSID3032042,-1.5346171485515816
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.005,,,Mortality,Mortality,DTXSID3032042,-2.3010299956639813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0032,0.0029,0.0035,Mortality,Mortality,DTXSID3032042,-2.494850021680094
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0042,0.0039,0.0045,Mortality,Mortality,DTXSID3032042,-2.3767507096021
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0027,0.0025,0.0029,Mortality,Mortality,DTXSID3032042,-2.5686362358410126
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.01118,0.01025,0.0121,Mortality,Mortality,DTXSID3032042,-1.9515581964495956
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0196,0.0177,0.0238,Mortality,Mortality,DTXSID3032042,-1.707743928643524
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.03043,0.02407,0.03588,Mortality,Mortality,DTXSID3032042,-1.516698047641833
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0055,0.0051,0.0059,Mortality,Mortality,DTXSID3032042,-2.2596373105057563
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,8.0,,,Mortality,Mortality,DTXSID3032042,0.9030899869919436
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0056,0.00452,0.00638,Mortality,Mortality,DTXSID3032042,-2.2518119729938
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00898,0.00819,0.00976,Mortality,Mortality,DTXSID3032042,-2.0467236633326955
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Static,Fresh water,Total,0.0123,0.0114,0.0135,Mortality,Mortality,DTXSID3032042,-1.9100948885606024
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.01175,0.01001,0.01199,Mortality,Mortality,DTXSID3032042,-1.929962133392245
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not reported,Static,Fresh water,Total,0.036,0.0295,0.0399,Mortality,Mortality,DTXSID3032042,-1.4436974992327127
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.009,0.0082,0.0098,Mortality,Mortality,DTXSID3032042,-2.0457574905606752
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.016,,,Mortality,Mortality,DTXSID3032042,-1.7958800173440752
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0084,0.0077,0.0092,Mortality,Mortality,DTXSID3032042,-2.0757207139381184
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00234,0.0021,0.00347,Mortality,Mortality,DTXSID3032042,-2.630784142589857
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Flow-through,Fresh water,Total,0.0039,,,Mortality,Mortality,DTXSID3032042,-2.408935392973501
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00683,0.0064,0.0073,Mortality,Mortality,DTXSID3032042,-2.1655792963184672
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00563,0.005,0.00626,Mortality,Mortality,DTXSID3032042,-2.2494916051486538
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.00846,0.0075,0.0094,Mortality,Mortality,DTXSID3032042,-2.0726296369609765
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0074,0.0072,0.0111,Mortality,Mortality,DTXSID3032042,-2.130768280269024
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.005,0.0042,0.0057,Mortality,Mortality,DTXSID3032042,-2.3010299956639813
7761888,Nitric acid silver (1+) salt (1:1),Unmeasured,Not coded,Static,Fresh water,Total,0.0028,0.0026,0.003,Mortality,Mortality,DTXSID3032042,-2.552841968657781
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Renewal,Fresh water,Total,0.0233,,,Mortality,Mortality,DTXSID3032042,-1.632644078973981
7761888,Nitric acid silver (1+) salt (1:1),Measured,Not coded,Flow-through,Fresh water,Total,0.0063,0.0058,0.0068,Mortality,Mortality,DTXSID3032042,-2.2006594505464183
