CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation
70304,"2,2'-Methylenebis[3,4,6-trichlorophenol]",,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.021,,0.019,,0.023,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID6020690,,,,,--,,,,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
70382,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid, (2,4-Diemethylphenyl)methyl ester",,Not reported,Not coded,,100.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.062,,0.0505,,0.0761,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8040305,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797"
70699,1-(4-Aminophenyl)-1-propanone,,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,32.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,146.0,,137.0,,156.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021738,,,,,--,," Affected fish lost schooling behavior, were hypoactive and underreactive to external stimuli, had increased respiration and were darkly colored.  They also had rigid musculature and lost equilibrium prior to death.  The pH of the stock ","   Affected fish lost schooling behavior, were hypoactive and underreactive to external stimuli, had increased respiration and were darkly colored.  They also had rigid musculature and lost equilibrium prior to death.  The pH of the stock ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
71238,Propan-1-ol,,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,29.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,4630.0,,4300.0,,5000.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2021739,,,,,--,, Affected fish lost equilibrium prior to death.            NR NA ,   Affected fish lost equilibrium prior to death.            NR NA ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
71238,Propan-1-ol,,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,4480.0,,4100.0,,4880.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2021739,,,,,--,, Affected fish lost equilibrium prior to death.            NR NA ,   Affected fish lost equilibrium prior to death.            NR NA ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
71363,1-Butanol,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,4.0,,8.0,Week(s),Static,Fresh water,Lab,,Formulation,,1910.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1021740,,,,,--,,,,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge",719,Acute Toxicity of Selected Organic Compounds to Fathead Minnows,"EPA-600/3-76-097, U.S.EPA, Duluth, MN:12 p.",1976,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge (1976). Acute Toxicity of Selected Organic Compounds to Fathead Minnows. EPA-600/3-76-097, U.S.EPA, Duluth, MN, 12 p. ECOREF#:719"
71363,1-Butanol,,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,33.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,1730.0,,1630.0,,1840.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID1021740,,,,,--,, Affected fish lost equilibrium prior to death.  Highest   NR and second highest concentration fish lost equilibrium immediatNAy.  Some opercular movement in the second highest concentration.  No schooling in the middle concentration. ,   Affected fish lost equilibrium prior to death.  Highest   NR and second highest concentration fish lost equilibrium immediatNAy.  Some opercular movement in the second highest concentration.  No schooling in the middle concentration. ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
71363,1-Butanol,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,4.0,,8.0,Week(s),Static,Fresh water,Lab,,Formulation,,1940.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1021740,,,,,--,,,,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge",719,Acute Toxicity of Selected Organic Compounds to Fathead Minnows,"EPA-600/3-76-097, U.S.EPA, Duluth, MN:12 p.",1976,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge (1976). Acute Toxicity of Selected Organic Compounds to Fathead Minnows. EPA-600/3-76-097, U.S.EPA, Duluth, MN, 12 p. ECOREF#:719"
71410,1-Pentanol,,Chemical analysis reported,American Society for Testing and Materials,,,,,Pimephales promelas,Fathead Minnow,Fry,<,24.0,,,,,Hour(s),Flow-through,Fresh water,Lab,,Active ingredient,,606.0,,589.0,,624.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6021741,10.1016/0166-445X(85)90026-8,,Acute,,--,,,"SOURCE/NR//TMETH/E729-80 (1980)//MEDIA/AERATED, FILTERED LAKE SUPERIOR WATER//   ","Broderius,S., and M. Kahl",14128,Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow,Aquat. Toxicol.6:307-322,1985,"Broderius,S., and M. Kahl (1985). Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow. Aquat. Toxicol., 6, 307-322. doi:10.1016/0166-445X(85)90026-8. ECOREF#:14128"
71410,1-Pentanol,,Measured,Not reported,,99.0,,,Pimephales promelas,Fathead Minnow,,,28.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,472.0,,437.0,,511.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6021741,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858"
71432,Benzene,,Measured,Not coded,>,99.9,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,12.6,,10.7,,14.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,," Affected fish lost schooling behavior, swam in a corkscrew motion, were underreactive to external stimuli, had increased respiration and convulsions.  They were also darkly colored and were hemorrhaging.  Equilibrium loss was ","   Affected fish lost schooling behavior, swam in a corkscrew motion, were underreactive to external stimuli, had increased respiration and convulsions.  They were also darkly colored and were hemorrhaging.  Equilibrium loss was ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
71432,Benzene,,Measured,Not coded,,99.9,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Static,Fresh water,Lab,,Active ingredient,,35.7,,28.9,,44.2,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,,,,"Brooke,L.",14339,Report of the Flow-Through and Static Acute Test Comparisons with Fathead Minnows and Acute Tests with an Amphipod and a Cladoceran,"Memo to L.Larson, Center for Lake Superior Environmental Studies dated August 31:24 p.",1987,"Brooke,L. (1987). Report of the Flow-Through and Static Acute Test Comparisons with Fathead Minnows and Acute Tests with an Amphipod and a Cladoceran. Memo to L.Larson, Center for Lake Superior Environmental Studies dated August 31, 24 p. ECOREF#:14339"
71432,Benzene,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,32.0,,22.33,,41.16,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3039242,,,,,--,, CONTR/FOLLOWED STANDARD METHOD// ,   CONTR/FOLLOWED STANDARD METHOD// ,"Pickering,Q.H., and C. Henderson",728,Acute Toxicity of Some Important Petrochemicals to Fish,J. Water Pollut. Control Fed.38(9): 1419-1429,1966,"Pickering,Q.H., and C. Henderson (1966). Acute Toxicity of Some Important Petrochemicals to Fish. J. Water Pollut. Control Fed., 38, (9), 1419-1429. ECOREF#:728"
71432,Benzene,,Measured,Not coded,,99.9,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,12.5,,10.7,,14.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,,,,"Brooke,L.",14339,Report of the Flow-Through and Static Acute Test Comparisons with Fathead Minnows and Acute Tests with an Amphipod and a Cladoceran,"Memo to L.Larson, Center for Lake Superior Environmental Studies dated August 31:24 p.",1987,"Brooke,L. (1987). Report of the Flow-Through and Static Acute Test Comparisons with Fathead Minnows and Acute Tests with an Amphipod and a Cladoceran. Memo to L.Larson, Center for Lake Superior Environmental Studies dated August 31, 24 p. ECOREF#:14339"
71432,Benzene,,Measured,Not coded,>,99.5,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,28.0,,33.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,24.6,,21.4,,28.1,AI mg/L,,,,,,,Mortality,Survival,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,,,,"Marchini,S., M.L. Tosato, T.J. Norberg-King, D.E. Hammermeister, and M.D. Hoglund",3910,"Lethal and Sublethal Toxicity of Benzene Derivatives to the Fathead Minnow, Using a Short-Term Test",Environ. Toxicol. Chem.11(2): 187-195,1992,"Marchini,S., M.L. Tosato, T.J. Norberg-King, D.E. Hammermeister, and M.D. Hoglund (1992). Lethal and Sublethal Toxicity of Benzene Derivatives to the Fathead Minnow, Using a Short-Term Test. Environ. Toxicol. Chem., 11, (2), 187-195. ECOREF#:3910"
71432,Benzene,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,33.47,,25.19,,41.66,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3039242,,,,,--,, CONTR/FOLLOWED STANDARD METHOD// ,   CONTR/FOLLOWED STANDARD METHOD// ,"Pickering,Q.H., and C. Henderson",728,Acute Toxicity of Some Important Petrochemicals to Fish,J. Water Pollut. Control Fed.38(9): 1419-1429,1966,"Pickering,Q.H., and C. Henderson (1966). Acute Toxicity of Some Important Petrochemicals to Fish. J. Water Pollut. Control Fed., 38, (9), 1419-1429. ECOREF#:728"
71432,Benzene,,Measured,Not coded,>,99.0,,,Pimephales promelas,Fathead Minnow,,,,,31.0,,32.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,24.6,,21.4,,28.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,," Affected fish lost schooling behavior, swam near the tank surface, were overreactive to external stimuli, had increased respiration and were lightly colored.  Equili- brium loss was observed prior to death.  Measured concen- ","   Affected fish lost schooling behavior, swam near the tank surface, were overreactive to external stimuli, had increased respiration and were lightly colored.  Equili- brium loss was observed prior to death.  Measured concen- ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217"
71432,Benzene,,Measured,Not coded,>,99.5,,,Pimephales promelas,Fathead Minnow,Larva,<,24.0,,,,,Hour(s),Flow-through,Fresh water,Lab,,Active ingredient,,15.59,,14.04,,17.3,AI mg/L,,,,,,,Mortality,Survival,LC50,4,Day(s),Pure,DTXSID3039242,,,,,--,,,,"Marchini,S., M.L. Tosato, T.J. Norberg-King, D.E. Hammermeister, and M.D. Hoglund",3910,"Lethal and Sublethal Toxicity of Benzene Derivatives to the Fathead Minnow, Using a Short-Term Test",Environ. Toxicol. Chem.11(2): 187-195,1992,"Marchini,S., M.L. Tosato, T.J. Norberg-King, D.E. Hammermeister, and M.D. Hoglund (1992). Lethal and Sublethal Toxicity of Benzene Derivatives to the Fathead Minnow, Using a Short-Term Test. Environ. Toxicol. Chem., 11, (2), 187-195. ECOREF#:3910"
71556,"1,1,1-Trichloroethane",,Measured,Not reported,,99.0,,,Pimephales promelas,Fathead Minnow,,,31.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,42.3,,35.2,,50.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,,,,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858"
71556,"1,1,1-Trichloroethane",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,52.8,,43.7,,77.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,10.1007/BF01683531,,,,--,,,"SOURCE/FROM WHITE BEAR BAIT COMPANY, WHITE BEAR LAKE, MN//TMETH/EPA 660/3-75-009, 1975//MEDIA/ACTIVATED CARBON DECHLORINATED LAKE HURON WATER//   ","Alexander,H.C., W.M. McCarty, and E.A. Bartlett",973,"Toxicity of Perchloroethylene, Trichloroethylene, 1,1,1-Trichloroethane, and Methylene Chloride to Fathead Minnows",Bull. Environ. Contam. Toxicol.20(3): 344-352,1978,"Alexander,H.C., W.M. McCarty, and E.A. Bartlett (1978). Toxicity of Perchloroethylene, Trichloroethylene, 1,1,1-Trichloroethane, and Methylene Chloride to Fathead Minnows. Bull. Environ. Contam. Toxicol., 20, (3), 344-352. doi:10.1007/BF01683531. ECOREF#:973"
71556,"1,1,1-Trichloroethane",,Unmeasured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Static,Fresh water,Lab,,Formulation,,105.0,,91.0,,126.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,10.1007/BF01683531,,,,--,,,"SOURCE/FROM WHITE BEAR BAIT COMPANY, WHITE BEAR LAKE, MN//TMETH/EPA 660/3-75-009, 1975//MEDIA/ACTIVATED CARBON DECHLORINATED LAKE HURON WATER//   ","Alexander,H.C., W.M. McCarty, and E.A. Bartlett",973,"Toxicity of Perchloroethylene, Trichloroethylene, 1,1,1-Trichloroethane, and Methylene Chloride to Fathead Minnows",Bull. Environ. Contam. Toxicol.20(3): 344-352,1978,"Alexander,H.C., W.M. McCarty, and E.A. Bartlett (1978). Toxicity of Perchloroethylene, Trichloroethylene, 1,1,1-Trichloroethane, and Methylene Chloride to Fathead Minnows. Bull. Environ. Contam. Toxicol., 20, (3), 344-352. doi:10.1007/BF01683531. ECOREF#:973"
71556,"1,1,1-Trichloroethane",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,56.0,,39.0,,125.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,,,,,--,,,"CONTR/C,V//TMETH/660/3-75-009, 1975//MEDIA/LAKE HURON WATER//   ",Dow Chemical Co.,177338,Acute Fish Toxicity of Five Chlorinated Solvents,EPA/OTS 86-870002073:22 p.,1976,"Dow Chemical Co. (1976). Acute Fish Toxicity of Five Chlorinated Solvents. EPA/OTS 86-870002073, 22 p. ECOREF#:177338"
71556,"1,1,1-Trichloroethane",,Measured,Not reported,,99.0,,,Pimephales promelas,Fathead Minnow,,,31.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,52.9,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,,,,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858"
71556,"1,1,1-Trichloroethane",,Unmeasured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Static,Fresh water,Lab,,Formulation,,70.0,,58.0,,83.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021381,,,,,--,,,"TMETH/660/3-75-009, 1975//MEDIA/LAKE HURON WATER//   ",Dow Chemical Co.,177338,Acute Fish Toxicity of Five Chlorinated Solvents,EPA/OTS 86-870002073:22 p.,1976,"Dow Chemical Co. (1976). Acute Fish Toxicity of Five Chlorinated Solvents. EPA/OTS 86-870002073, 22 p. ECOREF#:177338"
71738,"5-Ethyldihydro-5-(1-methylbutyl)-2-thioxo-4,6(1H,5H)-pyrimidinedione, Monosodium salt",,Measured,Not coded,,91.0,,,Pimephales promelas,Fathead Minnow,,,32.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,26.2,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID1021744,,,,,--,," The pH of the stock solution was adjusted to that of lake water using HCl.  Affected fish lost schooling behavior, were undNAreactive to external stimuli, were lightly colored and lost equilibrium prior to death.  The chemical was 9% ","   The pH of the stock solution was adjusted to that of lake water using HCl.  Affected fish lost schooling behavior, were undNAreactive to external stimuli, were lightly colored and lost equilibrium prior to death.  The chemical was 9% ","Geiger,D.L., D.J. Call, and L.T. Brooke",12859,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI4:355 p.",1988,"Geiger,D.L., D.J. Call, and L.T. Brooke (1988). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 4, 355 p. ECOREF#:12859"
72208,"3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]",Analytical grade,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.00059,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID6020561,,,,,--,,,,"Priester,L.E.,Jr.",14649,"The Accumulation and Metabolism of DDT, Parathion, and Endrin by Aquatic Food-Chain Organisms","Ph.D. Thesis, Clemson University, Clemson, SC:74 p.",1965,"Priester,L.E.,Jr. (1965). The Accumulation and Metabolism of DDT, Parathion, and Endrin by Aquatic Food-Chain Organisms. Ph.D. Thesis, Clemson University, Clemson, SC, 74 p. ECOREF#:14649"
