CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation
9002931,"alpha-(4-(1,1,3,3-Tetramethylbutyl)phenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,2.0,,3.0,Month(s),Static,Fresh water,Lab,,Formulation,,4.5,,4.3,,4.8,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID8034085,,,,,--,,,,"Cardwell,R.D., D.G. Foreman, T.R. Payne, and D.J. Wilbur",2470,Acute and Chronic Toxicity of Four Organic Chemicals to Fish,"U.S.EPA, Environ.Res.Lab., Duluth, MN; Contract 68-01-0711 (Unpublished):26 p.",1978,"Cardwell,R.D., D.G. Foreman, T.R. Payne, and D.J. Wilbur (1978). Acute and Chronic Toxicity of Four Organic Chemicals to Fish. U.S.EPA, Environ.Res.Lab., Duluth, MN; Contract 68-01-0711 (Unpublished), 26 p. ECOREF#:2470"
9003138,"alpha-Butyl-omega-hydroxyPoly[oxy(methyl-1,2-ethanediyl)]",,Not coded,United States Environmental Protection Agency,,99.9,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,50.0,,48.0,,52.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID3034404,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344"
9006422,Metiram,,Not coded,United States Environmental Protection Agency,,91.6,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,>,0.607,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID9034737,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344"
10025919,Antimony trichloride,"Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,21.9,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10025919,Antimony trichloride,,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Static,Fresh water,Lab,4,Total,,14.4,,11.7,,17.8,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,,,--,,,,"Brooke,L.T., D.J. Call, S.H. Poirier, C.A. Lindberg, and T.P. Markee",61178,Acute Toxicity of Antimony III to Several Species of Freshwater Organisms,"Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:12 p.",1986,"Brooke,L.T., D.J. Call, S.H. Poirier, C.A. Lindberg, and T.P. Markee (1986). Acute Toxicity of Antimony III to Several Species of Freshwater Organisms. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 12 p. ECOREF#:61178"
10025919,Antimony trichloride,"Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,21.0,,17.9,,25.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10025919,Antimony trichloride,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Total,,9.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,,,--,,,,"Tarzwell,C.M., and C. Henderson",2042,Toxicity of Less Common Metals to Fishes,Ind. Wastes5:12-,1960,"Tarzwell,C.M., and C. Henderson (1960). Toxicity of Less Common Metals to Fishes. Ind. Wastes, 5, 12-. ECOREF#:2042"
10025919,Antimony trichloride,"Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,22.7,,19.0,,30.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10025919,Antimony trichloride,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Total,,17.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4044161,,,,,--,,,,"Tarzwell,C.M., and C. Henderson",2042,Toxicity of Less Common Metals to Fishes,Ind. Wastes5:12-,1960,"Tarzwell,C.M., and C. Henderson (1960). Toxicity of Less Common Metals to Fishes. Ind. Wastes, 5, 12-. ECOREF#:2042"
10031820,4-Ethoxybenzaldehyde,,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,27.6,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7022251,,,,,--,," O EFCT CONT/COEFFICIENTS, HEXANAL, VANILLIN// ","   O EFCT CONT/COEFFICIENTS, HEXANAL, VANILLIN// ","Call,D.J., L.T. Brooke, and N. Ahmad",4154,"Estimates of ""No Effect"" Concentrations of Selected Pesticides in Freshwater Organisms","Fourth Quarterly Prog.Rep.to EPA, EPA Coop.Agreement No.CR 806864030, Univ.of Wisconsin, Superior, WI:84 p.",1981,"Call,D.J., L.T. Brooke, and N. Ahmad (1981). Estimates of ""No Effect"" Concentrations of Selected Pesticides in Freshwater Organisms. Fourth Quarterly Prog.Rep.to EPA, EPA Coop.Agreement No.CR 806864030, Univ.of Wisconsin, Superior, WI, 84 p. ECOREF#:4154"
10031820,4-Ethoxybenzaldehyde,,Measured,Not reported,,99.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,28.1,,23.7,,33.3,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7022251,,,Acute,,--,,,,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448"
10039540,"Hydroxylamine, Sulfate (2:1)",,Unmeasured,Standard Methods for the Examination of Water and Wastewater,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,6,Formulation,,7.2,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2025424,,,Acute,,--,,,"SOURCE/MUSKIE HATCHERY, ASBURY, NEW JERSEY//   ",National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,"National Association of Photographic Manufacturers (1974). Environmental Effect of Photoprocessing Chemicals Vol I and II (557). EPA/OTS Doc. #40-8469216, 536 p. ECOREF#:167113"
10042849,"N,N-bis(Carboxymethyl)glycine sodium salt (1:?)",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,127.0,,93.0,,170.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4064925,10.1139/f73-059,,,,--,, EFFECT/GILL HISTOLOGY// ,   EFFECT/GILL HISTOLOGY// ,"Macek,K.J., and R.N. Sturm",505,Survival and Gill Condition of Bluegill (Lepomis macrochirus) and Fathead Minnows (Pimephales promelas) Exposed to Sodium Nitrilotriacetate,J. Fish. Res. Board Can.30(2): 323-325,1973,"Macek,K.J., and R.N. Sturm (1973). Survival and Gill Condition of Bluegill (Lepomis macrochirus) and Fathead Minnows (Pimephales promelas) Exposed to Sodium Nitrilotriacetate. J. Fish. Res. Board Can., 30, (2), 323-325. doi:10.1139/f73-059. ECOREF#:505"
10042849,"N,N-bis(Carboxymethyl)glycine sodium salt (1:?)",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,1.0,,14.0,Day(s),Static,Fresh water,Lab,,Formulation,,470.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4064925,10.1016/0043-1354(74)90042-6,,,,--,, CONTR/FOLLOWED APHA METHODS// PH/ADJUSTED// ,   CONTR/FOLLOWED APHA METHODS// PH/ADJUSTED// ,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan",506,Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water,Water Res.8(2): 187-193,1974,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan (1974). Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water. Water Res., 8, (2), 187-193. doi:10.1016/0043-1354(74)90042-6. ECOREF#:506"
10042849,"N,N-bis(Carboxymethyl)glycine sodium salt (1:?)",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,114.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID4064925,10.1016/0043-1354(74)90042-6,,,,--,, CONTR/FOLLOWED APHA METHODS// ,   CONTR/FOLLOWED APHA METHODS// ,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan",506,Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water,Water Res.8(2): 187-193,1974,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan (1974). Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water. Water Res., 8, (2), 187-193. doi:10.1016/0043-1354(74)90042-6. ECOREF#:506"
10042849,"N,N-bis(Carboxymethyl)glycine sodium salt (1:?)",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,1.0,,14.0,Day(s),Static,Fresh water,Lab,,Formulation,,225.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID4064925,10.1016/0043-1354(74)90042-6,,,,--,, CONTR/FOLLOWED APHA METHODS// ,   CONTR/FOLLOWED APHA METHODS// ,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan",506,Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water,Water Res.8(2): 187-193,1974,"Arthur,J.W., A.E. Lemke, V.R. Mattson, and B.J. Halligan (1974). Toxicity of Sodium Nitrilotriacetate (NTA) to the Fathead Minnow and an Amphipod in Soft Water. Water Res., 8, (2), 187-193. doi:10.1016/0043-1354(74)90042-6. ECOREF#:506"
10043013,"Sulfuric acid, Aluminum salt (3:2)","Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,35.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2040317,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10043013,"Sulfuric acid, Aluminum salt (3:2)","Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,33.9,,26.7,,49.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2040317,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10043013,"Sulfuric acid, Aluminum salt (3:2)",,Not reported,Not coded,,8.1,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Total,,4.4,,3.4,,5.6,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID2040317,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797"
10043013,"Sulfuric acid, Aluminum salt (3:2)","Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,8.0,,,,,Week(s),Flow-through,Fresh water,Lab,7,Total,,36.1,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2040317,,,Acute,,--,,,SOURCE/OBTAINED FROM A HATCHERY//MEDIA/HARD WELL WATER TAPPING JORDAN SANDSTONE STRATUM UNDERLYING MINNEAPOLIS-ST PAUL METRO AREA//   ,"Kimball,G.",3783,The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna,"Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN:88 p.",1978,"Kimball,G. (1978). The Effects of Lesser Known Metals and One Organic to Fathead Minnows (Pimephales promelas) and Daphnia magna. Manuscript, Department of Entomology, Fisheries and Wildlife, University of Minnesota, Minneapolis, MN, 88 p. ECOREF#:3783"
10043524,Calcium chloride (CaCl2),,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,6,Total,,2110.0,,1980.0,,2220.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID5020235,,,,,--,, DNUM/6//DOSES/1760/2000/2260/2540/2640 mg/L//TESTID/26//,   DNUM/6//DOSES/1760/2000/2260/2540/2640 mg/L//TESTID/26//,"Price,E.E.",19549,Response of Freshwater and Saltwater Toxicity Test Species to Calcium and Salinity Concentrations Encountered in Toxicity Tests,"Ph.D.Thesis, University of North Texas, Denton, TX:126 p.",1989,"Price,E.E. (1989). Response of Freshwater and Saltwater Toxicity Test Species to Calcium and Salinity Concentrations Encountered in Toxicity Tests. Ph.D.Thesis, University of North Texas, Denton, TX, 126 p. ECOREF#:19549"
10043524,Calcium chloride (CaCl2),"Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,1.0,,7.0,Day(s),Static,Fresh water,Lab,,Total,,4630.0,,3930.0,,5360.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID5020235,10.1002/etc.5620161005,,,,--,, HARD/MODERATELYHARD//,   HARD/MODERATELYHARD//,"Mount,D.R., D.D. Gulley, J.R. Hockett, T.D. Garrison, and J.M. Evans",18272,"Statistical Models to Predict the Toxicity of Major Ions to Ceriodaphnia dubia, Daphnia magna and Pimephales promelas (Fathead Minnows)",Environ. Toxicol. Chem.16(10): 2009-2019,1997,"Mount,D.R., D.D. Gulley, J.R. Hockett, T.D. Garrison, and J.M. Evans (1997). Statistical Models to Predict the Toxicity of Major Ions to Ceriodaphnia dubia, Daphnia magna and Pimephales promelas (Fathead Minnows). Environ. Toxicol. Chem., 16, (10), 2009-2019. doi:10.1002/etc.5620161005. ECOREF#:18272"
10045940,Mercuric nitrate,"Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Measured,American Society for Testing and Materials,,,,,Pimephales promelas,Fathead Minnow,,~,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Total,,0.172,,0.086,,0.347,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID9044162,,,Acute,,--,,,"SOURCE/OBTAINED FROM EXISTING U.S. EPA LAB CULTURES, DULUTH, MN//TMETH/E729-80 (1980).//MEDIA/FILTERED LAKE SUPERIOR WATER//   ","Spehar,R.L., and J.T. Fiandt",12093,Acute and Chronic Effects of Water Quality Criteria-Based Metal Mixtures on Three Aquatic Species,Environ. Toxicol. Chem.5(10): 917-931,1986,"Spehar,R.L., and J.T. Fiandt (1986). Acute and Chronic Effects of Water Quality Criteria-Based Metal Mixtures on Three Aquatic Species. Environ. Toxicol. Chem., 5, (10), 917-931. ECOREF#:12093"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.0079,,0.0075,,0.0083,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER AT PH 6.3.//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.816,,0.713,,0.927,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,8,Dissolved,,0.169,,0.149,,0.192,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Chronic,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Dissolved,,0.544,,0.487,,0.606,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2006.04.014,,Chronic,,--,,,"SOURCE/AQUATIC BIOSYSTEM, INC. (FORT COLLINS, CO, USA).//MEDIA/MODIFIED BASE WATER CONSISTING OF 2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER WITH 4 MG HUMIC ACID..//   ","Grosell,M., R. Gerdes, and K.V. Brix",107253,"Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure",Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol.143:473-483,2006,"Grosell,M., R. Gerdes, and K.V. Brix (2006). Influence of Ca, Humic Acid and pH on Lead Accumulation and Toxicity in the Fathead Minnow During Prolonged Water-Borne Lead Exposure. Comp. Biochem. Physiol. C Comp. Pharmacol. Toxicol., 143, 473-483. doi:10.1016/j.cbpc.2006.04.014. ECOREF#:107253"
10099748,"Nitric acid, Lead (2+) salt (2:1)",,Measured,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Larva,,8.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Dissolved,,0.265,,0.149,,0.416,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2035069,10.1016/j.cbpc.2010.09.004,,Acute,,--,,,"SOURCE/PURCHASED FROM AQUATIC BIOSYSTEMS, INC. (FORT COLLINS, CO, USA).//TMETH/USEPA (2002): 821-R-02-012.//MEDIA/2:1 DEIONIZED WATER:DECHLORINATED VIRGINIA KEY TAP WATER//   ","Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell",156480,Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia,Comp. Biochem. Physiol. C Toxicol. Pharmacol.153(1): 82-90,2011,"Mager,E.M., A.J. Esbaugh, K.V. Brix, A.C. Ryan, and M. Grosell (2011). Influences of Water Chemistry on the Acute Toxicity of Lead to Pimephales promelas and Ceriodaphnia dubia. Comp. Biochem. Physiol. C Toxicol. Pharmacol., 153, (1), 82-90. doi:10.1016/j.cbpc.2010.09.004. ECOREF#:156480"
